정류소명,정류소아이디
중앙하이츠,167000110
한림병원,167000131
계양경찰서,167000185
계양구청,167000197
삼보아파트(계양구청),167000205
계산여고,167000576
아주아파트410동,167000575
계산중학교,167000577
계산공고,167000170
계양경찰서,167000195
계양경찰서,167000184
뉴서울아파트,167000153
한림병원,167000130
작전1동주민센터,167000113
작전역2번출구,167000092
작전역7번출구,167000401
동아아파트,167000403
명현중학교,167000405
효성노인문화센터,167000409
하나아파트101동,167000578
효성서초등학교,167000580
새사미아파트,167000582
가정교차로,168001390
가원초등학교,168001118
심곡천봉수교,168000951
청라1동행정복지센터,168000745
메이루즈커낼파크뷰정문,168000794
호반베르디움2차,168001113
웰카운티1차,168000764
경명초등학교,168001216
청라한화꿈에그린,168001123
한라비발디,168001180
경연초중학교,168001285
인천경연초중학교,168001347
인천푸른빛유치원,168001377
청라우미린,168000862
해원고등학교,168000964
동인천역,161000185
신포시장,161000254
송도중학교,161000155
중구노인복지회관,161000151
신흥시장,161000146
숭의교회,163000269
용현시장,163000230
용일초등학교,163000233
용남시장,163000232
석락아파트,163000241
새안의원,163000256
국민건강보험남부지사,163000274
주안남초등학교,163000284
금강요양병원,163000291
동양장사거리,163000301
구월서초등학교,165000205
구월동우체국,165000211
시청광장입구,165000217
부평남초등학교앞,166000136
부평남부역,166000169
동수치안센터,166000189
백마장입구,166000407
청천푸르지오아파트,166000516
청천푸르지오아파트,166000812
광명아파트,167000448
새말사거리,167000010
효성중앙교회,167000021
효성성모병원,167000022
광명아파트,166000817
동수치안센터,166000188
부평남부역입구,166000170
부평남초등학교,166000141
시청광장입구,165000218
구월우체국,165000213
구월서초등학교,165000204
제물포여자중학교,163000298
주안남초등학교,163000283
신기사거리,163000275
새안의원,163000255
석락아파트,163000244
용일초등학교,163000237
용현시장,163000227
숭의교회,163000271
중구노인복지회관,161000152
신흥초등학교,161000156
신포시장,161000160
월미공원,161000138
삼양베이커,161000131
갑문,161000125
해사고등학교.한국이민사박물관,161000126
월미테마파크,161000128
월미문화의거리,161000132
작전역3번출구,167000076
신진아파트,167000107
순복음교회,166000661
인천예림학교(인천성모병원),166000819
간석사거리,165000413
작은구월사거리,165000240
구월아시아드선수촌아파트,165000203
찬우물,165000179
남촌풍림2차아파트,165000171
큰방죽사거리,165000144
논현3단지하늘마을305동,165000626
논현2동행정복지센터,165000636
풍림아파트(소래마을),165000120
한라아파트,165000117
소래포구역,165000648
에코메트로5단지506동앞,165000693
에코메트로6단지,165000758
에코메트로6단지,165000716
에코메트로5단지506동,165000779
소래포구역,165000647
한라아파트,165000118
소래풍림아파트,165000122
논현2동행정복지센터,165000697
논현3단지하늘마을305동,165000627
논현주공1단지,165000112
큰방죽사거리,165000145
남촌풍림아파트,165000172
찬우물,165000188
구월아시아드선수촌아파트,165000202
작은구월사거리,165000239
롯데캐슬모래내시장,165000310
간석사거리,165000414
인천예림학교(인천성모병원),166000820
삼산경찰서,166000766
삼산사거리,166000638
엠코타운,166000659
경남아너스빌,168000099
부평IC(미정차),167000640
부평IC(미정차),167000641
경남아너스빌,168000102
인천터미널,163000215
삭은다리한국지엠,166000525
한국지엠출고문,166000570
갈산역(1번출구),166000604
합정역,113000129
홍대입구역,113000134
이대역,112000057
신촌역2호선,112900226
현대백화점,112000176
갈산동입구,166000622
한국지엠출고문,166000560
삭은다리한국지엠,166000524
부평역,166000234
롯데마트,167000390
이마트,167000125
계양CGV,167000140
계산삼거리(신도브래뉴),167000199
경인교대역입구,167000428
작전역8번출구,167000093
작전동삼성홈플러스,167000050
안남고등학교,167000045
태화아파트,166000810
작전동삼성홈플러스,167000044
작전역1번출구,167000095
경인교대역입구,167000429
계산삼거리(신도브래뉴),167000201
이마트,167000122
롯데마트,167000391
임학지하차도앞사거리,167000288
고촌IC(미정차),277103819
88JC(미정차),99999999
가양대교남단(미정차),115000627
성산대교남단(미정차),118000553
양화대교남단(미정차),118000555
여의하류IC(미정차),118000586
서울교(미정차),118000582
여의상류IC(미정차),119000309
한강대교남단(미정차),119000300
동작대교남단(미정차),119000297
반포대교남단(미정차),121000083
고속터미널,121000020
논현역,121000013
신논현역.우신빌딩,121000943
강남역도시에빛,121000937
래미안아파트파이낸셜뉴스,121000007
뱅뱅사거리,121000005
시민의숲.양재꽃시장,121000221
교육개발원입구,121000001
시민의숲.양재꽃시장,121000220
양재역.서초문화예술회관,121000004
강남역,122000614
신논현역,122000654
논현역,121000014
고속터미널,121000019
신반포역.세화여중고,121000021
구반포역.세화고등학교,121000023
이수교차로(미정차),121000084
서울교(미정차),118000581
여의하류IC(미정차),118000585
양화대교남단(미정차),118000556
성산대교남단(미정차),118000554
가양대교남단(미정차),115000626
고촌IC(미정차),277103820
88JC(미정차),115000204
임학지하차도앞사거리,167000287
우성2차아파트,164000150
선학중학교,164000283
태산.대진아파트,164000294
선학동행정복지센터.정광아파트,164000297
아주아파트,164000304
금호아파트,164000302
관교여자중학교,163000229
장애인복지관,163000249
신라아파트,163000277
한신아파트,163000267
진흥아파트,163000243
쌍용아파트,163000476
제물포여자중학교,163000290
한신아파트,163000262
뉴서울아파트,164000303
아주아파트,164000301
선학어린이집,164000300
아모텍,165000139
거산정공.(주)록키,165000137
번영로제1사거리,165000113
선학아파트,164000343
솔밭마을,164000193
원인재역,164000153
연수고등학교,164000104
신연수역(2번출구),164000231
에이에프티,165000110
대한솔루션알앤디센터,165000557
(주)다이아트론,165000133
남동제2공구상가,165000972
예림임업,165000045
한화지구공원앞,165000654
소래도서관,165000829
남동공단입구,165000853
논고개길사거리,165000870
예림임업,165000046
남동제2공구상가,165000530
숲속마을,165000722
동보아파트,165000126
신원기술,165000130
(주)다이아트론,165000134
(주)두남,165000135
(주)선우정공,165000124
고려양행,165000111
진산초등학교,166000914
진산과학고등학교,166000915
미래타운5단지,166000672
휴먼시아1단지,166000838
농산물시장,166000688
삼산고등학교(미래타운3단지),166000689
미래타운1.2단지,166000684
현대아파트,166000682
삼보아파트,166000677
삼보새마을금고,166000796
신성미소지움,166000649
두산위브아파트,166000630
삼산서해아파트,166000613
삼산서해그랑블,166000589
한국만화박물관,166000583
뉴서울아파트,166000505
부개3동행정복지센터,166000494
대동아파트,166000491
부평윤산부인과,166000478
인천축산농협,166000457
부흥로터리,166000412
부평구보건소,166000890
부평역,166000237
부평구보건소,166000858
부평성당,166000377
인천축산농협,166000454
부평윤산부인과,166000768
부평중앙침례교회,166000481
부개3동행정복지센터입구,166000486
오성아파트,166000493
신명보람마을.삼부한신아파트,166000511
삼산체육관역(호수공원),166000539
삼산체육관역.영상문화단지정문,210000001
진산중학교,166000575
삼산월드체육관(삼산주공6단지),166000802
삼산주공7단지,166000801
삼산경찰서,166000584
부평역사박물관,166000597
신성미소지움,166000643
진산과학고등학교,166000640
진산초등학교,166000633
백영아파트,167000361
효성뉴서울아파트204동,167000368
현대1차아파트정문,167000367
현대1차아파트,167000365
교대후문,167000362
동아아파트,167000070
작전역5번출구,167000057
성지초등학교,167000033
성지아파트,167000025
동국무역,166000616
한국샤프(로얄금속),166000600
광명아파트,166000590
백마장입구,166000390
백마장입구,166000389
GM물류센터,166000568
로얄금속,166000599
신도실업(주),166000625
뉴서울3차아파트,167000026
성지초등학교,167000034
동아아파트,167000072
교대후문,167000363
현대2차아파트정문,167000364
현대2차아파트,167000366
효성뉴서울아파트202동,167000078
원창동(종점),168000184
청소년수련관,168000612
실내게이트볼장(신현중학교),168000204
신현북초등학교,168000210
봉수초등학교,168000981
한성아파트,168001020
봉수파출소,168000982
봉수초등학교,168000980
가경공원,168001365
LH웨스턴블루힐정문,168001184
연희공원,168001016
대우자동차운전학원,168000263
낚시터입구,168000802
검암역(원당방면),168000363
검암역(시내방면),168000364
공단공원앞,168000740
한스엔지니어링,168000276
부영엔지니어링,168000719
관리공단본부,168000720
금호종합열처리,168000801
대우자동차운전학원,168000262
중흥S클래스,168000847
LH웨스턴블루힐정문,168001185
루원호반베르디움104동,168001368
신현북초등학교,168000211
신현중학교,168000205
청소년수련관,168000613
원창동(종점),168000183
신영자동차(종점),166000556
청천농장,168000511
한신빌리지(B),168000246
한신빌리지(C),168000229
그린빌라,168000222
서구문화회관,168000213
가정고등학교,168000200
석남초등학교,168000165
롯데우람아파트,168000603
인천보건고등학교,168000146
인천서부여성회관,168000131
석남중학교,168000126
미주탕,168000123
유니온프라자,168000113
가좌3동행정복지센터,168000075
나은병원,168000056
가좌사거리,168000043
가재울역,168000034
현대자동차서비스,168000032
가좌녹지공원,168000030
열우물테니스경기장,168000024
열우물테니스경기장,166000053
경복예식장,165000411
열우물테니스경기장,168000023
가좌녹지공원,168000029
현대자동차서비스,168000033
가재울역,168000035
가좌사거리,168000044
가좌고등학교,168000060
가림고등학교,168000078
한신휴아파트,168000105
미주탕,168000124
석남중학교,168000128
인천서부여성회관,168000134
인천보건고등학교,168000144
롯데우람아파트,168000152
석남초등학교,168000167
가정고등학교,168000203
서구문화회관,168000212
그린빌라,168000602
가정3동성당,168000226
한신빌리지(A),168000249
청천농장,166000538
인향아파트,167000465
루원숲속마을,168001383
서부경찰서,168000286
국제성모병원(종점),168001369
국제성모병원,168001031
루원숲속마을,168001384
소래포구역종점,165000793
소래포구역,165000710
소래역사관,165000817
소래포구,165000815
논현푸르지오.유호엔시티,165000822
인천논현중학교,165001062
논현2동행정복지센터,165000571
남동시범공단앞,165000102
오공본드,165000108
대림아파트,164000257
인명여자고등학교,164000312
인명여자고등학교,163000182
풍림아파트,164000255
선학아파트,164000232
화성보일러,165000107
남동시범공단앞,165000100
논현주공아파트(인천금융고),165000096
논현2동행정복지센터,165000572
인천논현중학교,165001060
유호엔시티.논현푸르지오,165000823
소래포구,165000818
소래역사관,165000816
에코메트로12단지,165000653
에코메트로더타워,165000711
부평구청역,166000841
하나아파트,166000546
두산아파트,166000564
갈산동아아파트,166000567
광명아파트,167000108
롯데마트계양점(고용복지센터),167000227
교통연수원,167000191
부대앞,168000343
공촌정수장,168000341
인천서부교육지원청,168000337
하얏트호텔,161000028
국립인천공항검역소,161000430
무의도입구,161000002
덕교동,161000005
한국도심공항터미널,161000408
남성네고개,161000426
마시란,161000424
용유초등학교,161000409
서릿목,161000418
용유동행정복지센터,161000411
신설동,161000413
늘목,161000414
비재고개,161000421
선녀바위해수욕장,161000485
을왕리해수욕장,161000010
을왕리해수욕장.더위크앤리조트,161000016
왕산해수욕장(왕산요트경기장),161000021
마을회관입구,161000024
왕산차고지,161000403
마을회관입구,161000402
왕산해수욕장(왕산요트경기장),161000020
을왕리해수욕장.더위크앤리조트,161000015
을왕리해수욕장,161000009
선녀바위해수욕장,161000484
비재고개,161000420
늘목,161000415
신설동,161000416
용유동행정복지센터,161000412
서릿목,161000419
용유초등학교삼거리,161000410
마시란,161000425
남성네고개,161000427
한국도심공항터미널,161000417
덕교동,161000003
무의도입구,161000001
거잠포회센터,161000588
국립인천공항검역소,161000431
인천공항T1(1층2B),161000202
인천서부교육지원청,168000336
공촌정수장,168000340
부대앞,168000342
교통연수원,167000192
롯데마트계양점(고용복지센터),167000424
갈산동천주교회맞은편,166000650
갈산주공1단지,166000578
갈산주공2단지,166000562
갈산대동아파트,166000550
부평구청,166000492
백산아파트,164000113
옥골사거리,164000734
옥련여고입구,164000273
힐스테이트학익,163000023
인하대정문,163000099
미추홀구평생학습관,163000073
법원검찰청입구,163000078
힐스테이트학익,163000022
옥련여고입구,164000271
옥골사거리,164000733
원흥아파트,164000131
백산아파트,164000112
인천공항TG(미정차),168000690
개화역광역환승센터,115000320
인천공항TG(미정차),168000691
수현마을,165000488
공작아파트,165000480
정광아파트.만수주공11단지,165000477
아주아파트.미추홀학교,165000481
숭덕여중고입구,165000463
만수종합시장,165000451
만수주공후문,165000438
만수5동주민센터입구,165000405
남동아시아드럭비경기장,165000215
서창도서관,165000894
서해그랑블아파트후문,165000974
도림아이파크아파트,165000155
도림포도원,165000151
남촌농산물도매시장채소동앞,165001033
남촌농산물도매시장1번출입구,165000148
방죽골,165000763
남촌입구,165000156
남촌풍림3차아파트,165000165
남촌동다목적체육센터,165000907
구월아시아드8단지,165000949
구월아시아드은빛호수공원,165000914
구월아시아드6단지,165000885
남인천세무서,165000887
극동.금호아파트,165000278
현대아파트,165000271
인천교회,165000261
석바위시장역,163000374
도화초등학교.수봉도서관,163000367
수봉공원.인천수봉문화회관입구,163000369
제물포역,163000355
미추홀구청입구,163000306
장안사거리,163000295
숭의로터리,163000265
인하대병원입구,161000846
인하대병원,161000486
숭의로터리,163000266
장안사거리,163000285
숭의보건지소,163000532
제물포역,163000496
수봉공원.인천수봉문화회관입구,163000362
도화초등학교.수봉도서관,163000366
석바위시장역,163000373
인천교회,165000260
현대아파트,165000267
극동.금호아파트,165000272
남인천세무서,165000888
구월아시아드6단지,165000886
구월아시아드은빛호수공원,165000915
구월아시아드8단지,165000948
남촌동다목적센터,165000908
남촌풍림3차아파트,165000167
방죽골,165000764
남촌농산물도매시장1번출입구,165000147
남촌농산물도매시장채소동앞,165001034
도림포도원,165000150
도림육교,165000154
만수주공1단지,165000401
만수주공후문,165000429
만수종합시장,165000592
숭덕여중고입구,165000461
아주아파트.미추홀학교,165000482
정광아파트.만수주공11단지,165000476
공작아파트,165000479
수현마을,165000487
연흥아파트,163000567
주안7동행정복지센터,163000216
주안3동행정복지센터,163000204
인천소방본부,163000189
용일사거리,163000208
용현사거리,163000213
미추홀퍼스트(3단지),163000222
엑슬루타워,163000187
백운프라자,163000181
유원아파트,163000163
용현초등학교입구,163000134
토지금고,163000115
하나로쇼핑,163000118
조달청비축기지,161000114
신선초등학교,161000086
연안아파트,161000076
남항유어선부두,161000079
대양자동차학원,161000073
연안초등학교,161000067
인천수산물센터,161000069
연안여객터미널,161000061
풍물시장,161000054
SKLPG충전사업소,161000638
항동7가버스차고지,161000610
항동7가버스차고지,161000609
SKLPG충전사업소,161000636
풍물시장,161000055
연안여객터미널,161000057
연안여객터미널입구,161000068
라이프쇼핑앞,161000070
연안초등학교,161000064
우리자동차,161000223
남항유어선부두,161000078
연안아파트,161000075
항운아파트,161000065
신선초등학교,161000089
조달청비축기지,161000115
조달청(한양2차아파트),163000511
새한아파트,163000046
gym80fitness,163000081
삼은교회,163000111
토지금고,163000114
용현초등학교입구,163000128
굴다리입구,163000152
유원아파트,163000172
백운프라자,163000185
미추홀퍼스트(3단지),163000635
용현사거리,163000212
용일사거리,163000218
인천소방본부,163000191
주안3동행정복지센터,163000201
주안7동행정복지센터,163000214
쌍용아파트,163000228
진흥아파트,163000240
연흥아파트,163000568
한신아파트,163000264
신라아파트,163000543
소구월사거리,165000266
모래내시장역(3번출구),165000339
효성상아아파트,165000357
현광아파트,165000380
만수주공정문,165000408
만수주공4단지,165000443
만수4동주민센터,165000454
향촌지구정문,165000731
모래내시장역(1번출구),165000338
구월2동행정복지센터,165000607
예술회관역,165000206
선수촌사거리,165000890
소래포구입구(논현푸르지오A),165000109
풍림아파트상가,224000096
월곶동주민센터.월곶포구,224000095
풍림3단지정문,224000063
동원아파트,224000165
오이도역,224000163
모아아파트.세종프라자,224000294
고합아파트,224000192
신동아1단지,224000505
동보아파트,224000502
국궁장앞,224000963
스틸랜드,224000943
방아머리선착장,217000373
방아머리제1주차장,217000568
방아머리,217000375
백사장회센터,217000377
구봉도입구,217000379
북동삼거리,217000381
종현동정보화마을,217000537
대부중고등학교,217000391
대부파출소앞,217000393
대부동행정복지센터,217000395
부대앞,217000469
선재대교입구,170000005
문말삼거리,170000002
큰산너머입구,170000013
드무리해변,170000011
영흥수협공판장입구,170000010
영흥버스터미널,170000004
영흥수협공판장입구,170000009
드무리해변,170000012
큰산너머입구,170000014
문말삼거리,170000001
선재대교입구,170000006
흥성리,217000345
부대앞,217000468
육골,217000346
대부동행정복지센터,217000396
대부파출소앞,217000394
대부중고등학교,217000392
종현동정보화마을,217000386
북동삼거리,217000382
구봉도입구,217000380
백사장회센터,217000378
대부관광호텔,217000546
방아머리제1주차장,217000376
방아머리,217000536
스틸랜드,224000944
기업은행앞,224000958
동남아파트,224000578
신동아1단지.한일아파트,224000575
영남1단지.고합아파트,224000088
모아아파트,224000298
오이도역,224000195
동원아파트,224000150
마린월드,224000127
월곶동주민센터.월곶포구,224000126
풍림아파트상가,224000125
소래포구입구(논현푸르지오A),165000114
선수촌사거리,165000889
예술회관역(4번출구),165000207
구월2동행정복지센터,165000586
신성성결교회(올림피아병원),165000355
만수3동주민센터,165000425
만수2동행정복지센터,165000735
대부도서관,217000441
옹진군청,163000019
현대아파트,163000161
현대아파트,163000154
옹진군청,163000020
대부고교차로,217000427
대부도서관,217000429
외포리(싱싱마트),169001376
산업용품유통센터,162000156
산업용품유통센터39동,162000157
참좋은집,162000160
송현시장.수도국산달동네박물관,162000019
두산인프라코어,162000083
두산인프라코어후문,162000078
만석부두,162000079
숭의목공예마을앞,163000313
숭의초등학교입구,163000287
용현시장,163000270
신세계마트,163000551
용현동상우빌라,163000564
수봉각,163000553
용현동상우빌라,163000565
신세계마트,163000552
용현시장,163000268
숭의목공예마을앞,163000315
도원역(인천축구전용경기장),163000549
화평철교.화평동냉면거리,162000014
만석삼거리,162000185
솔빛마을,162000034
송현시장.수도국산달동네박물관,162000025
참좋은집,162000161
산업용품유통센타39동,162000099
쌍용자동차인천정비사업소,162000144
510번차고지,162000145
한신휴아파트,166000245
인송빌라,166000241
산곡여자중학교,166000216
산곡남초등학교,166000227
우성4차후문,166000731
우성4차,166000185
현대209동,166000167
현대아파트116동,166000732
현대121동,166000137
현대아파트105동,166000735
3단지관리사무소,166000107
현대아파트,166000737
백운역,166000081
현대310동(서중학교),166000097
3단지,166000736
현대아파트105동,166000734
현대아파트120동앞,166000140
현대아파트119동,166000733
현대207동,166000168
우성4차,166000187
우성4차후문,166000730
프리상뜨아파트,166000230
산곡여자중학교,166000215
태양주택,166000204
현대102동,166000146
2001아울렛,166000154
현대1단지관리사무소,166000740
초정마을,167000254
계산동아아파트,167000231
태산아파트,167000193
대동아파트,167000172
한진아파트,167000355
영음교회,167000422
서운동,167000356
서운교,167000115
현대2차아파트,167000112
은영빌라,167000089
현광아파트,167000071
대성유니드아파트,166000675
갈산태화아파트,166000664
부평북초등학교,166000656
갈산사거리,166000631
갈산역,166000602
금호아파트,166000441
청천도서관,166000427
동광제일교회,166000411
우성아파트,166000341
부평역,166000226
욱일아파트후문,166000877
대진아파트,166000415
청천도서관,166000426
쌍용아파트정문,166000439
갈산역,166000601
갈산사거리,166000634
부평북초등학교,166000657
갈산태화아파트,166000667
대성유니드아파트,166000674
현광아파트,167000432
현대2차아파트,167000106
서운교,167000114
한진아파트,167000135
대동아파트,167000173
서운동성당,167000207
계산여자고등학교,167000224
초정마을,167000252
한진아파트정문,167000293
병방초등학교,167000304
병방초등학교(계양산전통시장),167000299
임학역,167000292
오조산공원,167000249
새말사거리,167000013
효성사거리,167000631
효성농협,167000039
효성프라자,167000055
계양구의회,167000124
교대입구,167000142
경인교대.부평향교,167000138
해서초등학교,167000168
서해아파트,167000181
경신아파트,167000223
계양문화회관,167000255
예비군교육장,167000273
경인여대,167000277
계양산지구대,167000281
계양산성박물관,167000286
왕궁가든,167000289
한일아파트,167000295
계양산전통시장,167000297
병방사거리,167000301
병방초등학교,167000302
한진아파트후문,167000300
양촌중학교,167000630
하우스토리,167000626
풍림아파트,167000374
풍림아이원,167000441
부대앞,167000321
귤현동마을입구,167000328
귤현역,167000331
계양중학교,167000341
계양역,167000357
계양역(귤현역방면),167000659
계양중학교,167000340
귤현역,167000332
귤현동마을입구,167000326
부대앞,167000322
한화아파트,167000375
하우스토리,167000606
양촌중학교,167000629
병방사거리,167000303
계양산전통시장,167000298
한일아파트,167000296
왕궁가든,167000291
계양산성박물관,167000285
계양산지구대,167000282
경인여대,167000278
예비군교육장,167000272
계양문화회관,167000248
경신아파트,167000216
서해아파트,167000182
해서초등학교,167000166
경인교대.부평향교,167000139
교대입구,167000141
계양구의회,167000123
효성프라자,167000052
효성사거리,167000019
새말사거리,167000012
서운일반산업단지(맞은편),167000661
서운일반산업단지,167000660
부현동초등학교,167000175
태평아파트,167000183
은행마을,167000198
계양구청앞,167000204
계양도서관,167000251
계산국민체육센터,167000613
부평제이타워3차지식산업센터,166000644
갈산역(부평4공단)4번출구,166000606
부평정수장,166000647
작전역4번출구,167000062
계산국민체육센터,167000276
계산역,167000247
하나아파트,167000250
계양경찰서,167000194
계산역,167000371
신선초등학교앞,163000055
금호2차아파트,163000031
금호2차아파트,163000024
용현중학교,163000021
한양아파트,163000079
토지금고시장,163000102
인천축구전용경기장,163000303
숭의1.3동(극동아파트),163000337
숭의박문아파트,163000353
인천비즈니스고등학교,163000423
인천교(인천기계산업단지),163000451
성보공업,168000007
삼양사인천1공장,168000031
가재울사거리,168000039
석남도서관,168000182
한신빌리지아파트,168000230
유승아파트(삼성홈타운아파트),167000005
경남아파트,167000011
효성소방파출소,167000023
미도아파트,167000027
e편한세상계양,167000037
효성남초등학교,167000040
효성현대3차,167000049
오조산공원,167000621
계양구청,167000188
계산공고앞,167000169
대진아파트,167000047
민방위교육장입구,167000043
e편한세상계양,167000038
미도아파트,167000028
효성2동치안센터,167000024
경남아파트,167000014
유승아파트(삼성홈타운아파트),167000006
바로크아파트,168000530
신화빌라,168000626
석남중앙교회,168000138
가좌진주아파트,168000100
가좌고등학교,168000061
가재울사거리,168000042
삼양사인천1공장,168000027
동부제철,168000008
인천교(인천기계산업단지),163000449
인천비즈니스고등학교,163000421
숭의박문아파트,163000354
숭의1.3동(극동아파트),163000328
인천축구전용경기장,163000286
토지금고시장앞,163000509
한양아파트,163000076
용현중학교,163000028
금호아파트,163000026
금호2차아파트,163000033
금호어울림,163000048
연안부두(신선초등학교),161000097
항동7가버스차고지(삼거리),161000705
연안부두바다쉼터,161000049
(구)국제여객터미널,161000052
인천종합수산물센터,161000074
서해5도특별경비단,161000098
정기무역,161000083
인천출입국·외국인청,161000127
수인곡물시장,161000134
부평기적의도서관,166000497
부개주공3단지,166000479
부개우체국,166000458
부개여자고등학교,166000423
부개주공6단지,166000442
부평기적의도서관.삼부한신아파트,166000490
삼익아파트,161000136
인천출입국·외국인청,161000129
항운아파트,161000481
SK충전소,161000085
수협(인천해양센터),161000081
(구)국제여객터미널,161000051
연안부두로삼거리,161000754
방파제입구,161000048
항동7가버스차고지(삼거리),161000704
송도제2차고지,164000705
재능대송도캠퍼스,164000624
인천카톨릭대학교,165000931
글로벌파크,165000975
대동월드,164000116
양지공원,164000133
국민은행,164000149
용담공원,164000177
청학초등학교,164000190
유천아파트,164000266
부동산입구,164000278
함박도서관,164000286
함박마을문화복지센터,164000291
가천대학교,164000284
인천여자고등학교,164000287
사리울삼거리,165000131
논현화훼단지,165000831
세일빌라.인천산림조합,165000159
풍림아파트,165000163
본향교회,165000164
남동I.C(문학동입구),165000168
문학정보고입구,163000107
문학우체국,163000520
문학경로당,163000088
문학고개,163000057
영남아파트,163000063
학익시장,163000106
학익2동행정복지센터,163000150
제운사거리,163000534
인천기계공고,163000272
롯데월드타워,163000327
솔빛마을,162000037
동국제강,162000068
현대제철정문,162000133
공구상가,162000092
경인폐차사업소,168000526
가좌동차고,168000939
가좌공단,168000945
한양화학,168000523
가좌환경사업소,168000631
사원아파트입구,168000777
방축삼거리,162000159
현대제철,162000123
송현시장.수도국산달동네박물관,162000020
롯데월드타워,163000325
용일사거리,163000251
제운사거리,163000175
학익2동행정복지센터,163000151
학익시장,163000112
영남아파트,163000060
문학고개,163000056
문학경로당,163000087
문학우체국,163000521
문학정보고입구,163000108
남촌동입구,165000166
풍림아파트,165000162
세일빌라.인천산림조합,165000158
논현화훼단지,165000830
사리울삼거리,165000128
백암왕순대앞,164000483
용담공원,164000172
국민은행,164000148
힘찬병원,164000126
연화중학교,164000117
연수구청,164000093
삼성아파트,164000077
동춘롤러경기장,164000706
글로벌파크,165000976
송도에듀포레푸르지오,165000921
재능대송도캠퍼스,164000625
삼성바이오로직스,165000864
라이크홈기숙사앞,165000995
호반베르디움아파트107동,165001011
더샵그린스퀘어105동,165001021
더샵센트럴시티205동,165001019
미관광장,164000512
셀트리온(주)앞,164000513
셀트리온2공장앞,164000475
인천과학예술영재학교,164000579
송도더샵마스터뷰21단지,164000578
송도더샵퍼스트파크14단지,164000577
송도더샵퍼스트파크15단지,164000576
인천송일초등학교,164000575
인천스타트업파크,164000390
롯데마트송도점,164000523
포스코타워앤쉐라톤호텔,164000491
송도더샵퍼스트월드B동.C동,164000425
해양경찰청,164000015
송도풍림아이원2단지,164000026
송도풍림아이원2단지,164000025
해양경찰청,164000014
센트럴공원,164000490
인천스타트업파크,164000394
인천송일초등학교,164000558
송도더샵퍼스트파크15단지,164000559
송도더샵퍼스트파크14단지,164000560
송도더샵마스터뷰21단지,164000561
인천과학예술영재학교,164000580
셀트리온2공장앞,164000474
셀트리온(주),164000319
미관광장,164000508
더샵센트럴시티204동,165001020
더샵그린스퀘어107동,165001022
레지던스라이크홈,165001012
라이크홈기숙사앞,165000996
서창센트라스아파트후문,165000916
더포레스트아파트,165000876
청광플러스원102동앞,165000946
서창중학교,165000767
장수교,165000336
만수고등학교,165000681
남동화원,165000300
만수6동주민센터입구,165000277
만수북초등학교,165000420
만수3동주민센터,165000427
담방로사거리,165000275
진흥아파트,165000297
만수고등학교,165000680
장수교(서창동입구),165000337
서창중학교,165000875
서창도서관입구,165000957
장서초등학교,165000966
더포레스트아파트,165000877
진웅종점,168000804
검단공구상가,168001065
영은슈퍼,168001064
공단사거리,168000996
검단오류공단,168000703
공단유통상가,168000941
안동포교회,168000700
검단금호아파트,168000557
계산동자연풀장,167000186
삼산중학교,166000636
삼산타운1단지후문,166000611
삼산타운7단지,166000576
삼산월드체육관,166000571
인천미래생활고등학교,166000483
주공6단지후문,166000453
인천성모병원종점지주차장,166000919
부평6동행정복지센터,166000906
수변로삼거리,166000367
부개6단지후문.웅진플레이,210000576
인천미래생활고등학교,210000579
삼산타운6단지,166000580
삼산타운1단지후문,166000612
삼산중학교,166000637
삼산사거리,166000690
갈산동천주교회,166000652
오조산공원,167000246
계산동자연풀장,167000189
에덴하우스,168000788
검단탑종합병원,168000877
검단금호아파트,168000558
안동포사거리,168000707
대덕강업앞,168000759
안동포교회,168000701
공단유통상가,168000940
검단오류공단,168000702
공단사거리,168000995
영은슈퍼,168001052
공단사거리,168001070
검단공구상가,168001053
진웅종점,168000803
라이크홈기숙사앞,165000993
송도소방서(송도스마트밸리),165000801
송도누리공원,164000665
남동체육관,165000930
남동구청역,165000318
송내역남부,211000046
남동구청역,165000324
남동체육관,165000947
도림주공208동,165000142
송도누리공원,164000666
지식정보단지역(4번출구),164000380
송도스마트밸리,165000802
라이크홈기숙사앞,165000994
만수신동아아파트,165000578
대동아파트,165000473
숭덕여중고입구,165000466
목화예식장,165000448
동암남부역,166000797
간석시장,165000434
만수주공후문,165000435
대동아파트,165000474
만수신동아아파트,165000485
인천대공원,165000566
올리브백화점,165000746
예술회관사거리,163000254
올리브백화점,165000747
간석오거리,165000597
산업용품유통센터1동,162000146
산업용품센타,168000524
산업용품유통센터C동,162000101
산업단지사거리,163000460
자동차매매단지,163000459
인천의료원,163000458
시립가좌테니스장,163000582
주안국가산단역,163000584
(주)세모입구(린나이코리아),163000585
주안매매단지,163000586
주안역센트레빌아파트정문,163000490
간석한신더휴아파트맞은편,163000447
주안5동행정복지센터,163000526
삼덕아파트,163000404
도화오거리.도화역,163000392
동산휴먼시아2단지,162000023
송림3.5동행정복지센터(재능대),162000030
서림초등학교,162000036
송림고개(도화신동아아파트),163000439
도화e편한세상아파트,163000613
인천비즈니스고등학교,163000614
도화역,163000629
6공단사거리,163000577
송림고개(도화신동아아파트),163000501
송림4동행정복지센터,162000127
서림초등학교,162000047
