정류소명,정류소아이디,상_하행
연안아파트,161000075,하행
항운아파트,161000065,하행
신선초등학교,161000089,하행
조달청비축기지,161000115,하행
인하대병원,161000119,하행
조달청(한양2차아파트),163000511,하행
새한아파트,163000046,하행
gym80fitness,163000081,하행
삼은교회,163000111,하행
토지금고,163000114,하행
용현초등학교입구,163000128,하행
굴다리입구,163000152,하행
유원아파트,163000172,하행
백운프라자,163000185,하행
미추홀퍼스트(3단지),163000635,하행
미추홀퍼스트(2단지),163000220,하행
용현사거리,163000212,하행
용현3동행정복지센터.보훈병원,163000221,하행
독정이고개,163000234,하행
용일초등학교,163000233,하행
용남시장,163000232,하행
용일사거리,163000218,하행
인천소방본부,163000191,하행
주안3동행정복지센터,163000201,하행
주안7동행정복지센터,163000214,하행
쌍용아파트,163000228,하행
진흥아파트,163000240,하행
연흥아파트,163000568,하행
한신아파트,163000264,하행
신라아파트,163000543,하행
구월동팬더아파트,165000237,하행
소구월사거리,165000266,하행
모래내시장역(3번출구),165000339,하행
효성상아아파트,165000357,하행
현광아파트,165000380,하행
만수주공정문,165000408,하행
만수주공4단지,165000443,하행
만수4동주민센터,165000454,하행
향촌지구정문,165000731,상행
만수소방서,165000433,상행
모래내시장역(1번출구),165000338,상행
구월2동행정복지센터,165000607,상행
예술회관역,165000206,상행
선수촌사거리,165000890,상행
소래포구입구(논현푸르지오A),165000109,상행
풍림아파트상가,224000096,상행
월곶동주민센터.월곶포구,224000095,상행
풍림3단지정문,224000063,상행
동원아파트,224000165,상행
오이도역,224000163,상행
모아아파트.세종프라자,224000294,상행
고합아파트,224000192,상행
신동아1단지,224000505,상행
동보아파트,224000502,상행
국궁장앞,224000963,상행
스틸랜드,224000943,상행
방아머리선착장,217000373,상행
방아머리제1주차장,217000568,상행
방아머리,217000375,상행
백사장회센터,217000377,상행
구봉도입구,217000379,상행
북동삼거리,217000381,상행
종현동정보화마을,217000537,상행
대부중고등학교,217000391,상행
대부파출소앞,217000393,상행
대부동행정복지센터,217000395,상행
부대앞,217000469,상행
선재대교입구,170000005,상행
문말삼거리,170000002,상행
큰산너머입구,170000013,상행
드무리해변,170000011,상행
영흥수협공판장입구,170000010,상행
영흥버스터미널,170000004,상행
영흥수협공판장입구,170000009,하행
드무리해변,170000012,하행
큰산너머입구,170000014,하행
문말삼거리,170000001,하행
선재대교입구,170000006,하행
흥성리,217000345,하행
부대앞,217000468,하행
육골,217000346,하행
대부동행정복지센터,217000396,하행
대부파출소앞,217000394,하행
대부중고등학교,217000392,하행
종현동정보화마을,217000386,하행
북동삼거리,217000382,하행
구봉도입구,217000380,하행
백사장회센터,217000378,하행
대부관광호텔,217000546,하행
방아머리제1주차장,217000376,하행
방아머리,217000536,하행
스틸랜드,224000944,하행
기업은행앞,224000958,하행
동남아파트,224000578,하행
신동아1단지.한일아파트,224000575,하행
영남1단지.고합아파트,224000088,하행
모아아파트,224000298,하행
오이도역,224000195,하행
동원아파트,224000150,하행
마린월드,224000127,하행
월곶동주민센터.월곶포구,224000126,하행
풍림아파트상가,224000125,하행
소래포구입구(논현푸르지오A),165000114,하행
선수촌사거리,165000889,하행
예술회관역(4번출구),165000207,하행
구월2동행정복지센터,165000586,하행
신성성결교회(올림피아병원),165000355,하행
만수3동주민센터,165000425,하행
만수2동행정복지센터,165000735,하행
대부도서관,217000441,하행
옹진군청,163000019,하행
현대아파트,163000161,하행
현대아파트,163000154,상행
옹진군청,163000020,상행
대부고교차로,217000427,상행
대부도서관,217000429,상행
외포리(싱싱마트),169001376,하행
연안여객터미널,169001116,하행
망양돈대,169001224,하행
대정,169001117,하행
허튼개,169001119,하행
석모대교(외포리방향),169001121,하행
원수리마을,169001251,하행
장구란,169001349,하행
어류정입구,169001175,하행
은당골,169001212,하행
산업용품유통센터,162000156,상행
산업용품유통센터39동,162000157,상행
참좋은집,162000160,상행
미래빌라,162000088,상행
풍림아파트,162000122,상행
서흥초등학교,162000071,상행
현대동부시장,162000041,상행
미림극장,162000008,상행
송현시장.수도국산달동네박물관,162000019,상행
GS25편의점,162000142,상행
동부아파트,162000052,상행
미륭아파트,162000139,상행
화도진중학교,162000066,상행
화수사거리,162000104,상행
화수부두,162000147,상행
두산인프라코어,162000083,상행
두산인프라코어후문,162000078,상행
만석부두,162000079,상행
화평철교.화평동냉면거리,162000016,상행
숭의목공예마을앞,163000313,상행
미추홀구청,163000304,상행
숭의초등학교입구,163000287,상행
용현시장,163000270,상행
신세계마트,163000551,상행
용현동상우빌라,163000564,상행
수봉각,163000553,상행
용현동상우빌라,163000565,하행
신세계마트,163000552,하행
용현시장,163000268,하행
숭의초등학교,163000296,하행
미추홀구청,163000307,하행
숭의목공예마을앞,163000315,하행
도원역(인천축구전용경기장),163000549,하행
화평철교.화평동냉면거리,162000014,하행
만석삼거리,162000185,하행
만석초등학교,162000056,하행
화수사거리,162000072,하행
화도진중학교,162000064,하행
미륭아파트,162000138,하행
동부아파트,162000051,하행
솔빛주공2단지,162000045,하행
솔빛마을,162000034,하행
송현시장.수도국산달동네박물관,162000025,하행
미림극장입구,162000141,하행
서흥초등학교,162000117,하행
풍림아파트,162000121,하행
미래빌라,162000089,하행
참좋은집,162000161,하행
산업용품유통센타39동,162000099,하행
쌍용자동차인천정비사업소,162000144,하행
510번차고지,162000145,하행
산업용품유통센터,162000156,하행
한신휴아파트,166000245,상행
인송빌라,166000241,상행
산곡여자중학교,166000216,상행
산곡남초등학교,166000227,상행
우성4차후문,166000731,상행
우성4차,166000185,상행
현대209동,166000167,상행
현대아파트116동,166000732,상행
현대121동,166000137,상행
현대아파트105동,166000735,상행
3단지관리사무소,166000107,상행
현대아파트,166000737,상행
백운역,166000081,상행
현대310동(서중학교),166000097,하행
3단지,166000736,하행
현대아파트105동,166000734,하행
현대아파트120동앞,166000140,하행
현대아파트119동,166000733,하행
현대207동,166000168,하행
우성4차,166000187,하행
우성4차후문,166000730,하행
프리상뜨아파트,166000230,하행
산곡여자중학교,166000215,하행
태양주택,166000204,하행
한신휴아파트,166000245,하행
현대102동,166000146,상행
부평시장(한남프라자),166000259,하행
2001아울렛,166000154,하행
현대1단지관리사무소,166000740,하행
계산여고,167000576,상행
초정마을,167000254,상행
계산동아아파트,167000231,상행
태산아파트,167000193,상행
대동아파트,167000172,상행
한진아파트,167000355,상행
영음교회,167000422,상행
서운동,167000356,상행
서운교,167000115,상행
현대2차아파트,167000112,상행
은영빌라,167000089,상행
현광아파트,167000071,상행
대성유니드아파트,166000675,상행
갈산태화아파트,166000664,상행
부평북초등학교,166000656,상행
갈산사거리,166000631,상행
갈산역,166000602,상행
한국지엠출고문,166000560,상행
삭은다리한국지엠,166000524,상행
부평구청,166000492,상행
금호아파트,166000441,상행
청천도서관,166000427,상행
동광제일교회,166000411,상행
우성아파트,166000341,상행
부평역,166000226,상행
한남시티플라자,166000253,하행
부평역(27번출구),166000224,하행
욱일아파트후문,166000877,하행
대진아파트,166000415,하행
청천도서관,166000426,하행
쌍용아파트정문,166000439,하행
부평구청역,166000841,하행
삭은다리한국지엠,166000525,하행
한국지엠출고문,166000570,하행
갈산역,166000601,하행
갈산사거리,166000634,하행
부평북초등학교,166000657,하행
갈산태화아파트,166000667,하행
대성유니드아파트,166000674,하행
현광아파트,167000432,하행
현대2차아파트,167000106,하행
서운교,167000114,하행
한진아파트,167000135,하행
대동아파트,167000173,하행
서운동성당,167000207,하행
계산여자고등학교,167000224,하행
초정마을,167000252,하행
한진아파트정문,167000293,하행
병방초등학교,167000304,하행
병방초등학교(계양산전통시장),167000299,하행
임학역,167000292,하행
오조산공원,167000249,하행
삼보아파트(계양구청),167000205,하행
새말사거리,167000013,상행
효성사거리,167000631,상행
효성신사거리,167000030,상행
효성농협,167000039,상행
효성대신아파트,167000042,상행
효성프라자,167000055,상행
효성뉴서울아파트,167000061,상행
계양구의회,167000124,상행
교대입구,167000142,상행
경인교대.부평향교,167000138,상행
해서초등학교,167000168,상행
서해아파트,167000181,상행
경신아파트,167000223,상행
계양문화회관,167000255,상행
예비군교육장,167000273,상행
경인여대,167000277,상행
계양산지구대,167000281,상행
계양산성박물관,167000286,상행
왕궁가든,167000289,상행
한일아파트,167000295,상행
계양산전통시장,167000297,상행
병방사거리,167000301,상행
병방초등학교,167000302,상행
한진아파트후문,167000300,상행
양촌중학교,167000630,상행
하우스토리,167000626,상행
풍림아파트,167000374,상행
풍림아이원,167000441,상행
부대앞,167000321,상행
귤현동마을입구,167000328,상행
귤현역,167000331,상행
계양중학교,167000341,상행
계양역,167000357,상행
계양역(귤현역방면),167000659,하행
계양중학교,167000340,하행
귤현역,167000332,하행
귤현동마을입구,167000326,하행
부대앞,167000322,하행
한화아파트,167000375,하행
하우스토리,167000606,하행
양촌중학교,167000629,하행
병방사거리,167000303,하행
계양산전통시장,167000298,하행
한일아파트,167000296,하행
왕궁가든,167000291,하행
계양산성박물관,167000285,하행
계양산지구대,167000282,하행
경인여대,167000278,하행
예비군교육장,167000272,하행
계양문화회관,167000248,하행
경신아파트,167000216,하행
서해아파트,167000182,하행
해서초등학교,167000166,하행
경인교대.부평향교,167000139,하행
교대입구,167000141,하행
계양구의회,167000123,하행
효성뉴서울아파트,167000060,하행
효성프라자,167000052,하행
효성대신아파트,167000041,하행
효성신사거리,167000031,하행
효성사거리,167000019,하행
새말사거리,167000012,하행
서운일반산업단지(맞은편),167000661,상행
서운일반산업단지,167000660,상행
계산중학교,167000577,상행
부현동초등학교,167000175,상행
태평아파트,167000183,상행
은행마을,167000198,상행
계양구청앞,167000204,상행
계양경찰서,167000195,상행
계양도서관,167000251,상행
계산국민체육센터,167000613,상행
계양산성박물관,167000285,상행
계양산지구대,167000282,상행
경인여대,167000278,상행
예비군교육장,167000272,상행
계양문화회관,167000248,상행
경신아파트,167000216,상행
서해아파트,167000182,상행
해서초등학교,167000166,상행
경인교대.부평향교,167000139,상행
교대입구,167000141,상행
계양구의회,167000123,상행
부평제이타워3차지식산업센터,166000644,상행
갈산역(부평4공단)4번출구,166000606,상행
부평역,166000237,하행
갈산역(1번출구),166000604,하행
부평정수장,166000647,하행
작전역4번출구,167000062,하행
계양구의회,167000124,하행
교대입구,167000142,하행
경인교대.부평향교,167000138,하행
해서초등학교,167000168,하행
서해아파트,167000181,하행
경신아파트,167000223,하행
계양문화회관,167000255,하행
예비군교육장,167000273,하행
경인여대,167000277,하행
계양산지구대,167000281,하행
계양산성박물관,167000286,하행
계산국민체육센터,167000276,하행
계산역,167000247,하행
하나아파트,167000250,하행
계양경찰서,167000194,하행
태산아파트,167000193,하행
대동아파트,167000172,하행
한진아파트,167000355,하행
서운일반산업단지입구,167000646,하행
계산역,167000371,상행
계산국민체육센터,167000276,상행
항동7가버스차고지,161000609,상행
SKLPG충전사업소,161000636,상행
풍물시장,161000055,상행
연안여객터미널,161000057,상행
연안여객터미널입구,161000068,상행
라이프쇼핑앞,161000070,상행
연안초등학교,161000064,상행
우리자동차,161000223,상행
남항유어선부두,161000078,상행
연안아파트,161000075,상행
신선초등학교,161000089,상행
신선초등학교앞,163000055,상행
금호2차아파트,163000031,상행
금호2차아파트,163000024,상행
용현중학교,163000021,상행
한양아파트,163000079,상행
토지금고시장,163000102,상행
용현초등학교입구,163000128,상행
굴다리입구,163000152,상행
유원아파트,163000172,상행
백운프라자,163000185,상행
숭의로터리,163000266,상행
인천축구전용경기장,163000303,상행
숭의1.3동(극동아파트),163000337,상행
숭의박문아파트,163000353,상행
인천비즈니스고등학교,163000423,상행
인천교(인천기계산업단지),163000451,상행
인천의료원,162000107,상행
성보공업,168000007,상행
삼양사인천1공장,168000031,상행
가재울사거리,168000039,상행
가좌고등학교,168000060,상행
가림고등학교,168000078,상행
한신휴아파트,168000105,상행
미주탕,168000124,상행
석남중학교,168000128,상행
인천서부여성회관,168000134,상행
인천보건고등학교,168000144,상행
롯데우람아파트,168000152,상행
석남초등학교,168000167,상행
석남도서관,168000182,상행
가정고등학교,168000203,상행
서구문화회관,168000212,상행
그린빌라,168000602,상행
한신빌리지아파트,168000230,상행
유승아파트(삼성홈타운아파트),167000005,상행
경남아파트,167000011,상행
효성소방파출소,167000023,상행
미도아파트,167000027,상행
e편한세상계양,167000037,상행
효성남초등학교,167000040,상행
효성현대3차,167000049,상행
이마트,167000122,상행
오조산공원,167000621,상행
오조산공원,167000249,상행
계양구청,167000188,하행
계산공고앞,167000169,하행
이마트,167000125,하행
작전역5번출구,167000057,하행
대진아파트,167000047,하행
민방위교육장입구,167000043,하행
e편한세상계양,167000038,하행
미도아파트,167000028,하행
효성2동치안센터,167000024,하행
경남아파트,167000014,하행
유승아파트(삼성홈타운아파트),167000006,하행
바로크아파트,168000530,하행
신화빌라,168000626,하행
가정고등학교,168000200,하행
석남초등학교,168000165,하행
롯데우람아파트,168000603,하행
인천보건고등학교,168000146,하행
석남중앙교회,168000138,하행
석남중학교,168000126,하행
미주탕,168000123,하행
가좌진주아파트,168000100,하행
가좌3동행정복지센터,168000075,하행
가좌고등학교,168000061,하행
가재울사거리,168000042,하행
삼양사인천1공장,168000027,하행
동부제철,168000008,하행
인천의료원,162000108,하행
인천교(인천기계산업단지),163000449,하행
인천비즈니스고등학교,163000421,하행
숭의박문아파트,163000354,하행
숭의1.3동(극동아파트),163000328,하행
인천축구전용경기장(홈플러스),163000558,하행
인천축구전용경기장,163000286,하행
숭의로터리,163000265,하행
엑슬루타워,163000187,하행
백운프라자,163000181,하행
유원아파트,163000163,하행
용현초등학교입구,163000134,하행
토지금고시장앞,163000509,하행
한양아파트,163000076,하행
용현중학교,163000028,하행
금호아파트,163000026,하행
금호2차아파트,163000033,하행
금호어울림,163000048,하행
연안부두(신선초등학교),161000097,하행
신선초등학교,161000086,하행
연안아파트,161000076,하행
남항유어선부두,161000079,하행
대양자동차학원,161000073,하행
연안초등학교,161000067,하행
인천수산물센터,161000069,하행
연안여객터미널,161000061,하행
풍물시장,161000054,하행
SKLPG충전사업소,161000638,하행
항동7가버스차고지,161000610,하행
항동7가버스차고지(삼거리),161000705,상행
연안부두바다쉼터,161000049,상행
(구)국제여객터미널,161000052,상행
인천종합수산물센터,161000074,상행
서해5도특별경비단,161000098,상행
정기무역,161000083,상행
항운아파트,161000065,상행
조달청비축기지,161000115,상행
인천출입국·외국인청,161000127,상행
수인곡물시장,161000134,상행
장안사거리,163000285,상행
숭의보건지소,163000532,상행
제물포역,163000496,상행
수봉공원.인천수봉문화회관입구,163000362,상행
도화초등학교.수봉도서관,163000366,상행
도화IC,163000356,상행
제일시장,163000329,상행
시민공원(문화창작지대)역,163000346,상행
부평기적의도서관,166000497,상행
부개주공3단지,166000479,상행
부개우체국,166000458,상행
부개여자고등학교,166000423,상행
부개주공6단지,166000442,하행
부평기적의도서관.삼부한신아파트,166000490,하행
주안현대아파트,163000358,하행
시민공원(문화창작지대)역,163000344,하행
도화1동행정복지센터,163000340,하행
도화초등학교.수봉도서관,163000367,하행
수봉공원.인천수봉문화회관입구,163000369,하행
제물포역,163000355,하행
미추홀구청입구,163000306,하행
장안사거리,163000295,하행
경남아파트,161000147,하행
삼익아파트,161000136,하행
인천출입국·외국인청,161000129,하행
조달청비축기지,161000114,하행
항운아파트,161000481,하행
SK충전소,161000085,하행
서해5도특별경비단,161000098,하행
수협(인천해양센터),161000081,하행
(구)국제여객터미널,161000051,하행
연안부두로삼거리,161000754,하행
방파제입구,161000048,하행
항동7가버스차고지(삼거리),161000704,하행
송도제2차고지,164000705,상행
재능대송도캠퍼스,164000624,상행
인천카톨릭대학교,165000931,상행
글로벌파크,165000975,상행
대동월드,164000116,상행
양지공원,164000133,상행
국민은행,164000149,상행
용담공원,164000177,상행
청학초등학교,164000190,상행
유천아파트,164000266,상행
부동산입구,164000278,상행
함박도서관,164000286,상행
함박마을문화복지센터,164000291,상행
가천대학교,164000284,상행
인천여자고등학교,164000287,상행
풍림아파트,164000255,상행
선학아파트,164000232,상행
화성보일러,165000107,상행
남동시범공단앞,165000100,상행
논현주공아파트(인천금융고),165000096,상행
논현주공1단지,165000112,상행
사리울삼거리,165000131,상행
논현화훼단지,165000831,상행
큰방죽사거리,165000145,상행
세일빌라.인천산림조합,165000159,상행
풍림아파트,165000163,상행
본향교회,165000164,상행
남동I.C(문학동입구),165000168,상행
문학경기장(월드컵경기장),163000157,상행
문학정보고입구,163000107,상행
문학우체국,163000520,상행
문학경로당,163000088,상행
문학고개,163000057,상행
영남아파트,163000063,상행
미추홀구평생학습관,163000073,상행
법원검찰청입구,163000078,상행
학익시장,163000106,상행
학익2동행정복지센터,163000150,상행
제운사거리,163000534,상행
인천기계공고,163000272,상행
롯데월드타워,163000327,상행
숭의로터리.도원체육관,163000276,상행
중구노인복지회관,161000152,상행
신흥초등학교,161000156,상행
신포시장,161000160,상행
솔빛마을,162000037,상행
동국제강,162000068,상행
현대제철정문,162000133,상행
공구상가,162000092,상행
경인폐차사업소,168000526,상행
가좌동차고,168000939,상행
가좌공단,168000945,하행
한양화학,168000523,하행
가좌환경사업소,168000631,하행
사원아파트입구,168000777,하행
방축삼거리,162000159,하행
현대제철,162000123,하행
송현시장.수도국산달동네박물관,162000020,하행
동인천역,161000185,하행
신포시장,161000254,하행
송도중학교,161000155,하행
중구노인복지회관,161000151,하행
신흥시장,161000146,하행
인천옹진농협본점,161000555,하행
숭의로터리,163000273,하행
롯데월드타워,163000325,하행
용일사거리,163000251,하행
제운사거리,163000175,하행
학익2동행정복지센터,163000151,하행
학익시장,163000112,하행
학익시장(법원검찰청),163000080,하행
법원.검찰청,163000074,하행
신동아1.2차아파트,163000507,하행
영남아파트,163000060,하행
문학고개,163000056,하행
문학경로당,163000087,하행
문학우체국,163000521,하행
문학정보고입구,163000108,하행
문학경기장(야구장),163000144,하행
남촌동입구,165000166,하행
풍림아파트,165000162,하행
세일빌라.인천산림조합,165000158,하행
큰방죽사거리,165000144,하행
논현화훼단지,165000830,하행
사리울삼거리,165000128,하행
논현주공아파트(인천금융고),165000098,하행
남동시범공단앞,165000102,하행
오공본드,165000108,하행
대림아파트,164000257,하행
부동산입구,164000278,하행
함박도서관,164000286,하행
함박마을문화복지센터,164000291,하행
백암왕순대앞,164000483,하행
용담공원,164000172,하행
국민은행,164000148,하행
힘찬병원,164000126,하행
연화중학교,164000117,하행
연수구청,164000093,하행
삼성아파트,164000077,하행
동춘롤러경기장,164000706,하행
글로벌파크,165000976,하행
송도에듀포레푸르지오,165000921,하행
재능대송도캠퍼스,164000625,하행
송도제2차고지,164000705,하행
삼성바이오로직스,165000864,상행
라이크홈기숙사앞,165000995,상행
호반베르디움아파트107동,165001011,상행
더샵그린스퀘어105동,165001021,상행
더샵센트럴시티205동,165001019,상행
미관광장,164000512,상행
셀트리온(주)앞,164000513,상행
셀트리온2공장앞,164000475,상행
인천과학예술영재학교,164000579,상행
송도더샵마스터뷰21단지,164000578,상행
송도더샵퍼스트파크14단지,164000577,상행
송도더샵퍼스트파크15단지,164000576,상행
인천송일초등학교,164000575,상행
인천스타트업파크,164000390,상행
롯데마트송도점,164000523,상행
포스코타워앤쉐라톤호텔,164000491,상행
송도더샵퍼스트월드B동.C동,164000425,상행
해양경찰청,164000015,상행
송도풍림아이원2단지,164000026,상행
용담마을,164000192,상행
용담마을,164000191,하행
송도풍림아이원2단지,164000025,하행
해양경찰청,164000014,하행
센트럴공원,164000490,하행
인천스타트업파크,164000394,하행
인천송일초등학교,164000558,하행
송도더샵퍼스트파크15단지,164000559,하행
송도더샵퍼스트파크14단지,164000560,하행
송도더샵마스터뷰21단지,164000561,하행
인천과학예술영재학교,164000580,하행
셀트리온2공장앞,164000474,하행
셀트리온(주),164000319,하행
미관광장,164000508,하행
더샵센트럴시티204동,165001020,하행
더샵그린스퀘어107동,165001022,하행
레지던스라이크홈,165001012,하행
라이크홈기숙사앞,165000996,하행
서창공영차고지,165000871,상행
장아초등학교,165000873,상행
인천서창동우체국,165000821,상행
서창센트라스아파트후문,165000916,상행
더포레스트아파트,165000876,상행
청광플러스원102동앞,165000946,상행
서창중학교,165000767,상행
태평아파트입구,165000276,상행
서창동화원,165000620,상행
장수교,165000336,상행
만수고등학교,165000681,상행
남동화원,165000300,상행
만수6동주민센터입구,165000277,상행
남동초등학교,165000255,상행
남동구청,165000263,상행
삼환아파트,165000316,상행
인수초등학교,165000386,상행
만수주공1단지,165000401,상행
만수북초등학교,165000420,상행
만수3동주민센터,165000427,상행
간석사거리(상인천중학교),165000426,상행
간석시장,165000436,상행
목화예식장,165000446,상행
간석4동행정복지센터,165000403,상행
간석역,165000370,상행
광명아파트,165000348,상행
주안역센트레빌아파트,163000430,상행
주안북부역,163000418,상행
태화아파트,163000416,상행
신태양아파트,163000406,상행
대화초등학교,163000399,상행
미림극장,162000009,하행
대화초등학교,163000397,하행
신태양아파트,163000408,하행
태화아파트,163000413,하행
주안북초등학교,163000417,하행
주안북부역,163000420,하행
성원빌딩.우편취급국,163000425,하행
광명아파트,163000434,하행
간석역,165000368,하행
간석4동행정복지센터,165000412,하행
간석오거리(교원공제조합),165000444,하행
간석시장,165000437,하행
간석사거리(상인천중학교),165000422,하행
만수소방서,165000428,하행
만수5동주민센터입구,165000405,하행
인수초등학교,165000392,하행
삼환아파트,165000328,하행
남동구청,165000279,하행
남동초등학교,165000254,하행
담방로사거리,165000275,하행
진흥아파트,165000297,하행
만수고등학교,165000680,하행
장수교(서창동입구),165000337,하행
서창동화원,165000619,하행
태평아파트입구,165000274,하행
서창중학교,165000875,하행
서창도서관입구,165000957,하행
서창도서관,165000894,하행
서해그랑블아파트후문,165000974,하행
장서초등학교,165000966,하행
더포레스트아파트,165000877,하행
한빛초교앞,165000773,하행
인천서창동우체국,165000820,하행
장아초등학교,165000874,하행
서창공영차고지,165000872,하행
진웅종점,168000804,상행
검단공구상가,168001065,상행
영은슈퍼,168001064,상행
공단사거리,168000996,상행
검단오류공단,168000703,상행
공단유통상가,168000941,상행
안동포교회,168000700,상행
검단금호아파트,168000557,상행
경남아파트,168000332,상행
인천서부교육지원청,168000336,상행
공촌정수장,168000340,상행
부대앞,168000342,상행
계산동자연풀장,167000186,상행
교통연수원,167000192,상행
신동양아파트,167000202,상행
계산우체국,167000430,상행
하나아파트,167000250,상행
신대진중앙아파트,167000274,상행
계양구청,167000188,상행
계산공고앞,167000169,상행
까치공원.작전도서관,167000149,상행
삼산중학교,166000636,상행
삼산타운1단지후문,166000611,상행
삼산타운7단지,166000576,상행
삼산월드체육관,166000571,상행
인천미래생활고등학교,166000483,상행
주공6단지후문,166000453,상행
부개역,166000222,상행
부개1동행정복지센터,166000191,상행
삼미타운,166000172,상행
한국아파트,166000790,상행
부평LH1(2)단지,166000161,상행
부평역화성파크드림아파트,166000804,상행
인천성모병원종점지주차장,166000919,상행
부평6동행정복지센터,166000906,하행
부평역화성파크드림아파트,166000805,하행
부평LH1(2)단지,166000160,하행
한국아파트,166000791,하행
비젼교회,166000171,하행
부개1동행정복지센터,166000193,하행
부개역,166000223,하행
부개성일아파트,166000293,하행
수변로삼거리,166000367,하행
부개6단지후문.웅진플레이,210000576,하행
인천미래생활고등학교,210000579,하행
삼산타운6단지,166000580,하행
삼산타운1단지후문,166000612,하행
삼산중학교,166000637,하행
삼산사거리,166000690,하행
갈산동천주교회,166000652,하행
광명아파트,167000108,하행
동보아파트,167000143,하행
오조산공원,167000246,하행
신대진중앙아파트,167000271,하행
계양도서관,167000251,하행
계산동우체국,167000427,하행
신동양아파트,167000203,하행
교통연수원,167000191,하행
계산동자연풀장,167000189,하행
부대앞,168000343,하행
공촌정수장,168000341,하행
인천서부교육지원청,168000337,하행
경남아파트,168000334,하행
에덴하우스,168000788,하행
검단탑종합병원,168000877,하행
검단금호아파트,168000558,하행
안동포사거리,168000707,하행
대덕강업앞,168000759,하행
안동포교회,168000701,하행
공단유통상가,168000940,하행
검단오류공단,168000702,하행
공단사거리,168000995,하행
영은슈퍼,168001052,하행
공단사거리,168001070,하행
검단공구상가,168001053,하행
진웅종점,168000803,하행
라이크홈기숙사앞,165000993,상행
송도소방서(송도스마트밸리),165000801,상행
지식정보단지역,164000373,상행
송도누리공원,164000665,상행
남동체육관,165000930,상행
남동구청역,165000318,상행
송내역남부,211000046,상행
남동구청역,165000324,하행
남동체육관,165000947,하행
도림주공208동,165000142,하행
송도누리공원,164000666,하행
지식정보단지역(4번출구),164000380,하행
송도스마트밸리,165000802,하행
라이크홈기숙사앞,165000994,하행
만수신동아아파트,165000578,상행
대동아파트,165000473,상행
숭덕여중고입구,165000466,상행
목화예식장,165000448,상행
동암남부역,166000797,상행
간석시장,165000434,하행
만수주공후문,165000435,하행
대동아파트,165000474,하행
만수신동아아파트,165000485,하행
인천대공원,165000566,상행
올리브백화점,165000746,상행
시청광장입구,165000218,상행
올림픽공원,165000209,상행
문화예술회관,165000197,상행
예술회관사거리,163000254,상행
올리브백화점,165000747,하행
간석오거리,165000597,하행
인천대공원,165000566,하행
510번차고지,162000145,상행
산업용품유통센터1동,162000146,상행
산업용품센타,168000524,상행
산업용품유통센터C동,162000101,상행
산업단지사거리,163000460,상행
자동차매매단지,163000459,상행
인천의료원,163000458,상행
시립가좌테니스장,163000582,상행
주안국가산단역,163000584,상행
(주)세모입구(린나이코리아),163000585,상행
주안매매단지,163000586,상행
주안역센트레빌아파트정문,163000490,상행
간석한신더휴아파트맞은편,163000447,상행
주안5동행정복지센터,163000526,상행
삼덕아파트,163000404,상행
도화오거리.도화역,163000392,상행
동산휴먼시아2단지,162000023,상행
송림3.5동행정복지센터(재능대),162000030,상행
서림초등학교,162000036,상행
인천재능대학교서문,162000058,상행
송림고개(도화신동아아파트),163000439,상행
청운대삼거리(하늘꿈교회),163000500,상행
서화초등학교(도화e편한세상),163000438,상행
도화e편한세상아파트,163000613,상행
인천비즈니스고등학교,163000614,상행
도화역,163000629,상행
인천비즈니스고등학교,163000423,하행
6공단사거리,163000577,하행
서화초등학교(도화e편한세상),163000623,하행
청운대삼거리(하늘꿈교회),163000433,하행
송림고개(도화신동아아파트),163000501,하행
송림4동행정복지센터,162000127,하행
서림초등학교,162000047,하행
동산중고등학교(인천재능대정문),162000029,하행
동산휴먼시아2단지,162000022,하행
도화오거리.도화역,163000390,하행
삼덕아파트,163000403,하행
미도아파트,163000446,하행
주안시범공단,165000927,하행
(주)세모입구(린나이코리아),166000893,하행
주안국가산단역,163000583,하행
시립가좌테니스장,163000581,하행
인천의료원,162000093,하행
자동차매매단지,162000094,하행
산업단지사거리,162000095,하행
산업용품유통센타23동,162000096,하행
산업용품유통센타31동,162000097,하행
간석남부역,163000435,상행
더월드스테이트2단지,163000657,상행
석산로,165001051,상행
인천예술고등학교,165000332,상행
상인천초등학교,165000345,상행
길병원,165000262,상행
학생안전체험관,165000284,상행
구월초등학교,165000832,상행
모래내시장,165000295,상행
한희빌딩,165000311,상행
은성프레미오,165000325,상행
문일여자고등학교후문,165000685,상행
문일여자고등학교,165000313,상행
하우스토리만수아파트,165000301,상행
문일여자고등학교,165000314,하행
남동빌라,165000330,하행
은성아파트,165000321,하행
모래내시장,165000298,하행
구월초등학교,165000833,하행
롯데캐슬후문,165000285,하행
길병원,165000264,하행
상인천초등학교,165000340,하행
인천예술고등학교,165000533,하행
석산로,165001052,하행
간석풍림아파트,165001053,하행
간석남부역,163000435,하행
꿈에그린아파트,165001023,상행
뒷방죽들,165000959,상행
서창휴먼시아12단지,165000897,상행
서창베라체아파트후문,165000895,상행
한빛초교앞,165000774,상행
서창이편한세상정문,165000855,상행
만월중학교,165000962,상행
서창센트럴푸르지오,165000811,상행
청광플러스원아파트,165000775,상행
장수동,165000373,상행
장수사거리,165000397,상행
장수주공(청소년수련원),165000417,상행
장수파출소,165000543,상행
장수빌라,165000577,상행
인천대공원후문(장수동),165000442,상행
