정류소명,정류소아이디,상_하행
장수주공(청소년수련원),165000424,상행
장수사거리,165000542,상행
남동구청역,165000324,상행
만수초등학교,165000307,상행
만수1동행정복지센터,165000294,상행
문일여자고등학교,165000314,상행
남동빌라,165000330,상행
은성아파트,165000321,상행
모래내시장,165000298,상행
구월초등학교,165000833,상행
롯데캐슬후문,165000285,상행
길병원,165000264,상행
올리브백화점,165000747,상행
올리브백화점,165000746,하행
길병원,165000262,하행
학생안전체험관,165000284,하행
구월초등학교,165000832,하행
모래내시장,165000295,하행
한희빌딩,165000311,하행
은성프레미오,165000325,하행
문일여자고등학교후문,165000685,하행
문일여자고등학교,165000313,하행
삼환아파트,165000323,하행
만수초등학교,165000303,하행
남동구청역,165000318,하행
장수사거리,165000397,하행
장수주공(청소년수련원),165000417,하행
장수파출소,165000543,하행
장수빌라,165000577,하행
인천대공원후문(장수동),165000442,하행
장수주공(청소년수련원),165000424,하행
장수사거리,165000542,하행
구장수파출소,165000375,하행
신일교회,165000529,하행
서창중학교,165000767,하행
청광플러스원아파트,165000786,하행
서창센트럴푸르지오,165000812,하행
만월중학교,165000963,하행
서창이편한세상정문,165000854,하행
서창베라체아파트후문,165000896,하행
서창휴먼시아12단지,165000898,하행
뒷방죽들,165000960,하행
540번종점,165000470,상행
성문교회,165000462,상행
벽산아파트,165000459,상행
만수3동주민센터,165000544,상행
태화.두진아파트,165000441,상행
간석4거리,165000538,상행
상인천중학교,165000537,상행
간석3동경로당,165000394,상행
간석2지구대,165000535,상행
올리브백화점,165000363,상행
석천사거리,165000308,상행
더월드스테이트후문,163000422,상행
로얄아파트,163000424,하행
석바위시장,163000544,하행
올리브백화점,165000359,하행
간석2지구대,165000536,하행
인제고등학교,165000548,하행
간석사거리,165000430,하행
영풍아파트,165000546,하행
만수3동주민센터,165000545,하행
벽산아파트,165000549,하행
국제이노베이션,163000574,상행
궁현사거리,163000576,상행
도화e편한세상604동,163000578,상행
인천기계산업단지,163000579,상행
공단치안센터,163000444,상행
6공단입구,163000443,상행
공단시장,163000426,상행
인천가정법원.인천지방법원등기국,163000409,상행
석바위시장,163000544,상행
석바위시장역,163000373,상행
인천교회,165000260,상행
현대아파트,165000267,상행
극동.금호아파트,165000272,상행
이토상가,165000196,상행
예술회관역(4번출구),165000207,상행
석천사거리,165000308,하행
극동.금호아파트,165000278,하행
현대아파트,165000271,하행
인천교회,165000261,하행
석바위시장역,163000374,하행
석바위시장,163000381,하행
인천가정법원.인천지방법원등기국,163000405,하행
주안북부,163000471,하행
공단시장,163000427,하행
6공단입구,163000442,하행
공단치안센터,163000445,하행
인천기계산업단지,163000580,하행
궁현사거리,163000575,하행
국제이노베이션,163000573,하행
우아미가구,163000455,하행
산업단지사거리,163000460,하행
대우아파트,166000488,상행
부평우체국,166000443,상행
현대5차,166000405,상행
한화아파트,166000380,상행
대우아파트,166000488,하행
무궁화주유소,162000091,하행
송림휴먼시아정문,162000164,하행
동구청,162000166,하행
배다리성냥마을박물관,162000167,하행
창영어린이공원,162000168,하행
인천세무서,162000169,하행
도원고개(동구청방향),162000170,하행
동산휴먼시아2단지,162000023,하행
송림주공아파트,162000171,하행
인천재능대정문,162000172,하행
인천재능대후문,162000173,하행
송림고가교,163000492,하행
산업용품유통센터1동,162000146,하행
산업용품센타,168000524,하행
이마트송림점,162000100,하행
송림고가교,163000491,하행
인천재능대후문,162000174,하행
인천재능대정문,162000175,하행
송림주공아파트,162000176,하행
동산휴먼시아2단지정문,162000177,하행
동구노인인력개발센터,162000178,하행
배다리헌책방거리,162000158,하행
동구청,162000011,하행
송림휴먼시아정문,162000180,하행
무궁화주유소,162000090,하행
동구환경,162000181,하행
남동아시아드럭비경기장,165000214,상행
담방로사거리,165000275,상행
벽산아파트(미추홀도서관),165000273,상행
성문아파트,165000591,상행
동아.팬더아파트,165000236,상행
인천터미널사거리입구,165000194,상행
인천터미널역,163000648,상행
구월동로데오거리,165000195,하행
이토상가,165000196,하행
시청광장입구,165000217,하행
동아.팬더아파트,165000233,하행
남동소방서,165000252,하행
성문아파트(문화연립),165000257,하행
미추홀도서관(벽산아파트),165000270,하행
남동구청후문(남동등기소),165000287,하행
만수6동주민센터입구,165000277,하행
남동아시아드럭비경기장,165000215,하행
범양아파트(종점),168000127,상행
진주5단지503동앞,168000089,상행
가좌초등학교,168000069,상행
건지사거리,168000882,상행
삼보아파트,166000298,상행
산곡동입구(롯데마트),166000785,상행
산곡동천주교회,166000476,상행
청천동,166000808,상행
부평구청,166000482,상행
굴포천역(부평농협),166000507,상행
삼산월드체육관,166000532,상행
삼산월드체육관,166000543,하행
굴포천역(부평농협),166000508,하행
청천치안센터,166000533,하행
산곡동천주교회,166000473,하행
산곡동입구,166000779,하행
삼보아파트,166000786,하행
건지사거리,168000883,하행
가좌초등학교,168000070,하행
범양아파트(종점),168000127,하행
원창동(기점),168001143,상행
신현여자중학교후문,168000214,상행
대성베르힐아파트(가정성당),168001241,상행
가현초교앞(센트럴타운아파트),168001243,상행
뉴서울6차아파트,167000632,상행
뉴서울3차아파트,167000029,상행
성지초등학교,167000034,상행
작전역4번출구,167000062,상행
오조산공원,167000246,상행
임학역,167000290,상행
계양산전통시장,167000306,상행
청소년수련관.어린이과학관,167000308,상행
박촌역,167000310,상행
한화아파트,167000375,상행
하우스토리,167000570,상행
동양지구입구,167000446,상행
동양주공1.2단지,167000373,상행
당산초등학교,167000419,상행
당산초등학교아래사거리,167000645,상행
화훼단지,167000462,상행
상야동,167000437,상행
개화2치안센터,115000071,상행
방화중학교,115000067,상행
김포공항국제선,115000283,상행
김포공항국내선,115000601,상행
방화중학교,115000066,하행
방화동도시개발11단지,115000069,하행
개화2치안센터,115000070,하행
하야동,167000438,하행
상야동,167000436,하행
화훼단지,167000463,하행
당산초등학교아래사거리,167000644,하행
당산초등학교,167000418,하행
동양주공1.2단지,167000372,하행
동양지구입구,167000445,하행
하우스토리,167000569,하행
풍림아파트,167000374,하행
박촌역,167000309,하행
청소년수련관.어린이과학관,167000307,하행
성지초등학교,167000033,하행
뉴서울3차아파트,167000032,하행
뉴서울6차아파트,167000635,하행
가현초교앞(루에블리아파트),168001242,하행
대성베르힐아파트(가정성당),168001240,하행
신현여자중학교후문,168000680,하행
원창동(기점),168001144,하행
동양엔파트,168000986,상행
자이더테라스2단지,168000871,상행
청라힐스테이트,168000988,상행
SK뷰아파트,168000889,상행
청라복합문화센터,168001219,상행
청라호수공원(남측),168000861,상행
청라호반베르디움.포리공원,168000899,상행
메이루즈커낼파크뷰,168000762,상행
호반베르디움2차,168001113,상행
웰카운티1차,168000764,상행
인재개발원,168000281,상행
국제성모병원,168001030,상행
심곡초등학교(국제성모병원),168000290,상행
대동아파트,168000306,상행
연희동광명아파트(사계절썰매장),168000314,상행
공촌마을,168000598,상행
공촌마을,168000323,하행
연희동광명아파트(사계절썰매장),168000599,하행
대동아파트,168000304,하행
심곡초등학교(국제성모병원),168000288,하행
웰카운티1차,168000746,하행
호반베르디움2차,168001112,하행
엑슬루타워,168000836,하행
롯데캐슬,168000884,하행
청라호반베르디움.포리공원,168000919,하행
청라호수공원(남측),168000863,하행
청라복합문화센터,168001218,하행
SK뷰아파트,168000888,하행
청라힐스테이트,168000987,하행
자이더테라스2단지,168000864,하행
반도유보라,168000985,하행
청라동문굿모닝힐,168001045,하행
